	sw480_APC_1	sw480_APC_2	sw480_APC_3	sw480_CONTROL_1	sw480_CONTROL_2	sw480_CONTROL_3	sw480-1	sw480-2	sw480-3	cds_length	gene_name
NM_001177316	10	9	5	10	9	8	14	12	7	2159	SLC34A3
NM_001177317	10	9	5	10	9	8	14	12	8	2162	SLC34A3
NM_001177355	94	107	103	110	95	101	221	196	169	2108	MSLN
NM_001177358	517	488	479	529	454	512	706	569	649	1843	GPR137
NM_001177381	75	87	90	116	112	130	132	138	126	6797	CPEB2
NM_001177382	75	87	90	116	112	130	132	138	127	6878	CPEB2
NM_001177383	75	87	90	116	112	130	132	138	126	6788	CPEB2
NM_001177384	75	87	90	116	112	130	132	138	126	6773	CPEB2
NM_001177387	379	342	359	440	377	460	541	600	572	6849	ATXN7
NM_001177388	1095	1009	963	1443	1314	1538	1185	1076	1104	727	LGALS3
NM_001177413	25452	25819	24971	21390	19442	22714	18093	18932	20148	894	RPS27A
NM_001177428	48	38	46	56	47	50	80	79	53	3040	TRPV4
NM_001177431	42	42	44	57	47	48	83	80	54	3048	TRPV4
NM_001177433	46	37	46	56	47	50	73	74	51	2860	TRPV4
NM_001177465	365	340	295	501	477	561	462	560	531	4412	MAMLD1
NM_001177466	384	350	323	538	497	585	500	593	577	4532	MAMLD1
NM_001177475	286	290	250	370	306	379	334	368	349	3173	MOSPD2
NM_001177478	0	0	1	5	4	4	10	16	19	6188	HDX
NM_001177479	0	0	1	6	4	4	10	17	20	6335	HDX
NM_001177483	0	0	0	0	0	0	0	1	0	614	C10orf113
NM_001177506	0	1	2	0	0	3	0	0	0	2557	AOAH
NM_001177507	0	1	2	0	0	3	0	0	0	2342	AOAH
NM_001177515	0	0	1	0	1	0	0	0	0	2146	ABHD16A
NM_001177515_2	0	0	0	0	0	0	0	0	0	2146	ABHD16A
NM_001177515_3	0	0	0	0	0	0	0	0	0	2146	ABHD16A
NM_001177515_4	0	0	0	1	0	0	0	0	0	2146	ABHD16A
NM_001177515_5	0	0	0	0	0	0	0	0	0	2146	ABHD16A
NM_001177515_6	0	0	0	1	0	0	0	0	0	2146	ABHD16A
NM_001177515_7	0	0	0	0	0	0	0	0	0	2146	ABHD16A
NM_001177519	19	11	17	18	6	11	16	10	7	1369	MICA
NM_001177519_2	24	30	23	29	18	29	27	37	27	1369	MICA
NM_001177519_3	8	13	16	13	10	14	12	13	5	1369	MICA
NM_001177519_4	43	48	35	32	21	27	34	37	34	1365	MICA
NM_001177519_5	22	14	16	15	7	13	15	9	9	1369	MICA
NM_001177547	1	0	0	8	5	7	14	14	9	1966	SIGLEC6
NM_001177548	1	0	0	8	6	8	15	15	9	2073	SIGLEC6
NM_001177549	1	0	0	8	6	7	14	15	8	1913	SIGLEC6
NM_001177562	1863	1812	1707	2367	2009	2388	1869	1899	1861	5470	PPP2R1B
NM_001177563	1731	1692	1591	2197	1879	2203	1742	1756	1731	5224	PPP2R1B
NM_001177591	1457	1418	1382	1940	1664	2003	1581	1616	1597	3671	PPP2R2A
NM_001177599	699	683	682	761	700	814	881	834	827	1520	SUCLG2
NM_001177608	1	0	2	0	0	2	4	4	5	1108	CD33
NM_001177611	671	573	541	665	563	714	531	459	491	1048	CINP
NM_001177612	562	473	456	553	468	566	434	377	400	849	CINP
NM_001177634	2488	2439	2414	2245	1976	2279	3630	3555	3688	5829	DAG1
NM_001177635	2474	2429	2408	2242	1975	2272	3609	3543	3674	5418	DAG1
NM_001177636	2484	2436	2414	2245	1976	2279	3630	3554	3680	5807	DAG1
NM_001177637	2483	2431	2414	2245	1976	2275	3628	3552	3679	5645	DAG1
NM_001177638	2483	2431	2411	2242	1977	2275	3629	3550	3679	5676	DAG1
NM_001177639	2473	2428	2405	2242	1974	2272	3609	3541	3670	5366	DAG1
NM_001177640	2483	2432	2412	2242	1976	2274	3625	3551	3682	5582	DAG1
NM_001177641	2482	2431	2410	2242	1975	2275	3626	3549	3678	5672	DAG1
NM_001177642	2483	2432	2412	2242	1976	2274	3625	3551	3682	5577	DAG1
NM_001177643	2473	2427	2407	2242	1974	2272	3606	3541	3669	5576	DAG1
NM_001177644	2486	2432	2409	2243	1976	2274	3627	3549	3680	5665	DAG1
NM_001177651	741	616	644	661	561	639	688	746	674	4605	SLC9A6
NM_001177663	3192	3201	3163	2712	2373	3006	2510	2659	2869	9777	RIF1
NM_001177664	3192	3201	3163	2710	2373	3006	2509	2658	2866	9680	RIF1
NM_001177665	3223	3221	3189	2723	2376	3021	2531	2671	2880	9950	RIF1
NM_001177676	3	5	6	5	1	5	4	8	2	2860	GPR68
NM_001177693	631	579	561	236	242	264	247	278	234	6274	ARHGEF28
NM_001177701	96	101	117	200	185	208	196	206	181	1096	IFT27
NM_001177716	295	292	245	547	471	539	471	464	512	3885	KLF11
NM_001177718	296	292	246	547	472	541	471	465	512	4033	KLF11
NM_001177800	1	0	0	0	0	0	0	0	0	4629	ADIPOQ
NM_001177801	753	726	645	991	910	984	740	786	831	1078	RANGRF
NM_001177802	778	747	667	1022	929	1019	763	818	850	1166	RANGRF
NM_001177842	3064	2936	2852	3576	3233	3836	3090	3132	3259	3008	SRPR
NM_001177880	648	645	566	326	278	296	340	340	330	3602	SYT12
NM_001177948	65	49	59	62	60	60	43	45	56	1114	SYCP3
NM_001177949	65	49	59	62	60	60	43	45	56	1129	SYCP3
NM_001177963	501	515	494	638	525	627	546	541	533	1257	MNAT1
NM_001177984	85	90	80	371	332	374	423	444	504	11433	SCN8A
NM_001177996	190	172	164	179	173	207	251	227	235	3256	FAM109A
NM_001177997	186	164	152	172	165	193	243	216	227	3149	FAM109A
NM_001178	831	749	719	839	699	839	662	714	713	2795	ARNTL
NM_001178000	138	131	128	142	140	159	148	154	143	2328	PIKFYVE
NM_001178002	98	89	76	138	120	138	140	158	116	5004	ATP8B3
NM_001178003	65	55	68	50	51	74	48	61	39	3454	WDR66
NM_001178004	232	273	228	505	392	490	340	367	344	2423	PCCA
NM_001178005	0	0	2	0	0	0	0	0	0	2459	BHMT2
NM_001178006	39431	39850	37072	6908	6300	7134	1941	2029	1993	591	SAA1
NM_001178007	32	27	24	34	28	34	38	42	39	3432	BBS12
NM_001178008	306	266	280	790	710	825	693	718	674	2567	CBS
NM_001178009	267	232	251	713	631	741	602	641	602	2353	CBS
NM_001178010	818	887	864	934	817	1026	950	1019	978	2008	CDC45
NM_001178011	755	806	789	856	743	950	871	938	902	1774	CDC45
NM_001178014	848	772	715	1177	1060	1268	952	1092	1018	1876	PCCB
NM_001178015	0	0	1	0	0	1	0	0	0	5665	SLC4A10
NM_001178016	0	0	1	0	0	1	0	0	0	5711	SLC4A10
NM_001178017	2597	2758	2399	1933	1588	1837	1549	1710	1639	759	DBI
NM_001178020	8	3	7	146	121	153	45	46	56	2914	BEAN1
NM_001178029	679	650	554	497	492	567	613	527	530	1000	ECI1
NM_001178030	4616	4399	4644	4773	4327	4890	4988	4794	5041	2946	SF1
NM_001178031	4948	4652	4896	5112	4643	5240	5345	5125	5366	3365	SF1
NM_001178032	1	1	0	18	13	15	47	42	33	2974	ZC4H2
NM_001178033	1	1	0	17	12	15	46	41	32	2649	ZC4H2
NM_001178034	0	0	0	0	0	0	0	0	0	4829	DPP10
NM_001178035	103	74	84	99	71	109	106	96	115	7127	CEP85L
NM_001178036	0	0	0	0	0	0	0	0	0	5306	DPP10
NM_001178037	0	0	0	0	0	0	0	0	0	4857	DPP10
NM_001178040	787	765	750	997	784	988	690	793	792	6361	STX3
NM_001178041	2594	2760	2398	1934	1589	1836	1547	1709	1640	693	DBI
NM_001178042	2595	2761	2398	1934	1589	1836	1546	1709	1639	648	DBI
NM_001178043	2593	2759	2397	1934	1589	1836	1545	1709	1639	597	DBI
NM_001178046	285	272	295	147	107	166	109	97	106	2666	MX1
NM_001178055	290	262	259	128	101	128	68	55	72	7201	PARP8
NM_001178056	284	259	248	126	95	125	63	53	67	7051	PARP8
NM_001178057	16	5	7	18	14	8	28	24	40	3141	ACE
NM_001178061	13	9	9	21	18	22	40	46	27	4022	SEMA6C
NM_001178062	13	9	9	21	18	22	37	45	26	3902	SEMA6C
NM_001178063	0	0	0	0	0	0	0	0	0	1860	C2
NM_001178063_2	0	0	0	0	0	0	0	0	0	2000	C2
NM_001178063_3	0	0	0	0	0	0	0	0	0	2000	C2
NM_001178063_4	0	0	0	0	0	0	0	0	0	2000	C2
NM_001178063_5	0	0	0	0	0	0	0	0	0	2000	C2
NM_001178063_7	0	0	0	0	0	0	0	0	0	2000	C2
NM_001178064	12798	10984	11000	71084	65926	74999	47421	43528	43733	3558	NELF
NM_001178074	26	28	26	4	2	6	1	3	3	5015	GRIP1
NM_001178075	951	1017	1079	3857	3229	3827	1096	1268	1089	2005	ASNS
NM_001178076	835	884	927	3337	2774	3299	950	1100	965	1771	ASNS
NM_001178077	802	836	896	3195	2644	3165	911	1045	919	1704	ASNS
NM_001178078	955	908	959	1749	1463	1770	684	778	726	4037	STAT6
NM_001178079	919	868	921	1684	1420	1704	655	756	696	3963	STAT6
NM_001178080	928	872	921	1693	1413	1714	667	746	707	3881	STAT6
NM_001178081	898	845	910	1640	1378	1660	643	728	679	3742	STAT6
NM_001178083	2396	2393	2257	2703	2219	2734	2356	2304	2320	3664	EXT2
NM_001178084	793	688	735	809	680	866	775	731	781	7396	ZFX
NM_001178085	805	694	741	816	685	875	783	741	787	7740	ZFX
NM_001178086	715	607	669	726	614	781	696	672	700	6801	ZFX
NM_001178087	141	154	149	150	125	156	148	153	152	699	SERF1B
NM_001178087_2	161	153	135	151	119	153	146	150	142	699	SERF1B
NM_001178088	654	592	614	581	552	643	786	748	806	7331	SYNJ2
NM_001178091	2	3	0	3	2	0	5	3	2	9561	BCAT1
NM_001178092	2	3	0	3	2	0	5	3	2	9489	BCAT1
NM_001178093	2	3	0	3	2	0	5	3	2	9268	BCAT1
NM_001178094	2	3	0	3	2	0	5	3	2	9565	BCAT1
NM_001178095	793	688	735	809	680	867	775	731	781	7534	ZFX
NM_001178096	1619	1647	1565	182	128	175	138	153	135	2233	F3
NM_001178098	2	0	0	6	4	3	6	5	4	1958	CD19
NM_001178099	221	239	264	323	292	295	340	390	342	3604	ZNF182
NM_001178100	82	76	64	466	379	464	131	145	144	934	CD8B
NM_001178101	412	392	408	500	411	534	498	536	524	6551	ZNF37A
NM_001178102	72	71	60	9	9	12	15	14	20	4393	LOX
NM_001178106	39	35	44	697	620	743	919	996	849	4422	ZNF185
NM_001178107	39	34	44	686	615	731	906	984	839	4335	ZNF185
NM_001178108	39	35	45	705	623	749	923	1002	853	4329	ZNF185
NM_001178109	39	34	44	686	614	730	905	983	837	4239	ZNF185
NM_001178110	38	34	44	674	605	725	891	975	831	4149	ZNF185
NM_001178111	67	61	50	68	58	75	210	173	187	3490	SCAMP5
NM_001178112	67	61	50	68	58	75	210	173	187	3457	SCAMP5
NM_001178113	37	33	45	629	547	671	824	907	751	3879	ZNF185
NM_001178115	36	30	38	525	470	557	713	764	624	3230	ZNF185
NM_001178116	775	758	721	892	653	889	865	831	893	3689	ABI1
NM_001178117	383	371	334	426	355	409	481	444	464	2665	MINPP1
NM_001178118	307	335	297	418	348	396	392	408	414	2216	MINPP1
NM_001178119	783	765	728	911	670	905	881	842	913	3641	ABI1
NM_001178120	775	758	721	892	653	887	863	831	893	3554	ABI1
NM_001178121	774	756	721	892	651	885	862	830	890	3539	ABI1
NM_001178122	725	722	680	833	619	831	819	779	844	3467	ABI1
NM_001178123	717	715	673	814	602	813	801	768	824	3380	ABI1
NM_001178124	716	713	673	814	600	811	800	767	821	3365	ABI1
NM_001178125	649	646	605	728	548	730	729	693	757	3188	ABI1
NM_001178129	4	4	8	2	2	0	4	8	6	5993	SEMA3E
NM_001178130	5	6	9	15	14	19	1	5	2	5460	EGF
NM_001178131	5	6	9	16	12	18	1	5	2	5457	EGF
NM_001178133	141	123	134	94	92	99	122	98	103	1885	SUFU
NM_001178137	33	25	36	27	18	36	24	33	22	5749	CPEB3
NM_001178138	615	545	577	949	759	986	920	843	885	9918	TFDP2
NM_001178139	615	542	576	948	759	985	919	841	882	9880	TFDP2
NM_001178140	530	473	497	854	694	885	788	749	791	9376	TFDP2
NM_001178141	519	456	486	831	694	878	786	744	793	9309	TFDP2
NM_001178142	491	435	460	794	665	826	755	711	750	9157	TFDP2
NM_001178145	7	3	3	3	5	4	5	5	10	2824	IGSF10
NM_001178146	7	3	3	3	5	4	5	5	10	2671	IGSF10
NM_001178147	93	82	82	1	0	0	2	0	0	1475	CSF3
NM_001182	2424	2390	2323	2229	1909	2301	2344	2534	2478	4936	ALDH7A1
NM_001183	1896	1700	1791	1627	1468	1681	1746	1683	1701	2099	ATP6AP1
NM_001184	1631	1605	1524	1780	1535	1877	1465	1466	1477	8251	ATR
NM_001184690	6	5	4	2	0	0	2	3	3	4643	NPNT
NM_001184691	6	5	4	2	0	0	2	3	3	4682	NPNT
NM_001184692	6	5	4	1	0	0	2	3	3	4505	NPNT
NM_001184693	6	5	4	1	0	0	2	3	3	4595	NPNT
NM_001184698	0	0	0	0	0	0	0	0	0	551	MLN
NM_001184699	1	2	1	287	252	287	133	144	150	2178	CPXM1
NM_001184700	761	753	734	980	908	1003	794	852	894	2995	UGDH
NM_001184701	797	811	788	1034	938	1083	833	893	934	3026	UGDH
NM_001184702	78	73	80	244	207	268	297	321	262	3299	GYG2
NM_001184703	75	68	76	233	197	256	286	310	246	3182	GYG2
NM_001184704	72	66	75	225	193	248	279	306	241	2947	GYG2
NM_001184705	1157	1106	1064	1417	1169	1392	1157	1219	1166	2033	HADH
NM_001184717	1648	1478	1639	1444	1286	1532	1247	1339	1370	4118	TIPARP
NM_001184718	1647	1477	1636	1444	1286	1532	1247	1339	1370	3683	TIPARP
NM_001184720	1092	1090	1088	1075	947	1142	1032	1006	1029	1971	GYG1
NM_001184721	928	934	939	926	804	992	885	854	883	1751	GYG1
NM_001184722	12417	11875	12287	12315	11252	12351	11056	10301	11109	4257	GPI
NM_001184723	0	0	0	0	0	0	3	1	1	3676	TM4SF18
NM_001184726	81	80	91	162	129	154	187	233	191	1991	TCN2
NM_001184727	15	16	19	9	13	12	19	18	29	5982	GPRASP1
NM_001184728	1981	1767	1889	1865	1736	1979	2553	2416	2597	2078	PIGT
NM_001184729	1880	1694	1771	1745	1666	1860	2384	2309	2410	2045	PIGT
NM_001184730	1859	1655	1770	1734	1633	1846	2417	2254	2411	1940	PIGT
NM_001184734	66	47	57	143	133	136	110	113	117	1755	ASTN2
NM_001184735	45	36	42	86	91	73	76	61	70	3509	ASTN2
NM_001184739	7	4	10	7	13	12	11	13	10	1323	TSSK4
NM_001184740	2764	2665	2683	2143	2041	2155	1677	1623	1669	2287	CTTN
NM_001184742	1395	1435	1368	1516	1289	1587	1437	1499	1428	5308	ZBTB33
NM_001184743	150	171	179	235	185	240	233	196	220	3135	PGBD1
NM_001184744	5	3	2	26	26	29	39	53	37	1991	PTH1R
NM_001184745	26	22	23	70	57	68	69	74	82	2487	PPP1R3F
NM_001184746	409	372	344	390	352	425	411	418	430	1188	PAFAH1B2
NM_001184747	409	370	343	389	352	425	411	417	429	1063	PAFAH1B2
NM_001184748	403	367	337	390	344	423	407	415	428	2519	PAFAH1B2
NM_001184751	258	262	267	307	276	296	330	325	353	2212	ZNF408
NM_001184760	4466	3860	3691	3845	3239	3809	4063	3318	3637	1182	CLTA
NM_001184761	3945	3379	3197	3336	2809	3258	3650	2884	3141	1141	CLTA
NM_001184762	3776	3352	3216	3371	2873	3373	3429	2885	3198	990	CLTA
NM_001184763	3315	3145	3104	2810	2540	3117	3031	3046	3070	8194	UHMK1
NM_001184765	188	157	174	47	41	67	128	130	133	4158	ODF2L
NM_001184766	188	157	173	47	41	67	128	130	132	4071	ODF2L
NM_001184768	275	251	248	369	373	377	363	396	394	1936	ARMCX6
NM_001184779	5	9	12	0	2	1	1	1	0	2720	NOX5
NM_001184780	5	9	12	0	2	1	1	1	0	2847	NOX5
NM_001184781	1363	1278	1197	1169	997	1219	1354	1211	1216	4475	DGCR2
NM_001184782	81	89	72	3	4	0	1	4	4	3613	CXorf57
NM_001184783	4169	3899	3834	3712	3218	3939	2924	2893	3080	1945	VDAC2
NM_001184785	692	614	651	601	535	607	559	623	571	6001	PARD3
NM_001184786	690	611	645	598	534	606	556	621	569	5962	PARD3
NM_001184787	688	617	648	596	530	603	555	620	571	5899	PARD3
NM_001184788	666	589	624	572	522	578	539	600	553	5872	PARD3
NM_001184789	659	585	619	564	514	571	532	595	546	5761	PARD3
NM_001184790	643	572	602	546	499	555	517	583	542	5740	PARD3
NM_001184791	651	576	602	557	495	564	516	592	538	5674	PARD3
NM_001184792	595	537	567	521	449	523	477	516	472	3518	PARD3
NM_001184793	571	515	545	495	437	495	460	495	456	3425	PARD3
NM_001184794	569	512	540	492	436	494	457	493	454	3389	PARD3
NM_001184795	358	340	353	374	295	362	341	405	322	1635	PEX11B
NM_001184796	2809	2680	2624	5802	4936	5867	4601	4678	4975	4277	ESYT1
NM_001184797	264	225	243	354	258	346	271	274	301	1332	TMLHE
NM_001184801	184	187	178	198	177	189	161	188	187	2463	UBR2
NM_001184808	589	531	507	1074	933	1124	1110	1072	1064	3496	CD99L2
NM_001184813	404	405	412	50	38	41	34	47	28	3231	CEACAM1
NM_001184815	404	405	412	50	38	41	34	47	28	3324	CEACAM1
NM_001184816	404	403	412	49	36	41	32	47	28	3178	CEACAM1
NM_001184819	1531	1421	1636	1242	1160	1383	1493	1249	1266	8690	GNL3L
NM_001184823	4082	3835	3764	3661	3178	3893	2876	2853	3038	1429	VDAC2
NM_001184824	430	423	388	408	378	428	474	533	497	2180	PRMT7
NM_001184825	6	1	4	215	166	207	205	234	189	2071	PSG1
NM_001184826	5	1	3	208	162	199	195	219	184	1985	PSG1
NM_001184833	43	41	41	1235	921	1170	1001	1038	903	4805	GPR64
NM_001184834	43	40	40	1192	887	1145	967	1002	858	4700	GPR64
NM_001184835	43	41	39	1221	908	1160	993	1025	895	4739	GPR64
NM_001184836	43	41	40	1231	916	1166	1000	1033	897	4781	GPR64
NM_001184837	43	41	40	1225	913	1164	994	1030	901	4763	GPR64
NM_001184854	552	468	450	467	440	493	551	472	522	1756	KLHDC4
NM_001184856	582	487	493	485	429	521	575	497	554	1837	KLHDC4
NM_001184874	96	97	85	211	207	224	233	226	228	3936	GPRASP2
NM_001184875	96	96	85	210	204	220	232	224	224	3848	GPRASP2
NM_001184876	96	97	85	213	206	221	233	225	229	3847	GPRASP2
NM_001184883	1623	1533	1627	1318	1200	1323	1403	1479	1465	5527	PLCB3
NM_001184888	1839	1705	1679	1523	1338	1638	1530	1480	1474	3085	NIPA2
NM_001184889	1926	1780	1751	1601	1407	1709	1587	1536	1527	3477	NIPA2
NM_001184891	666	657	606	682	578	637	576	573	606	1910	FLAD1
NM_001184892	443	452	439	467	399	468	400	387	400	1876	FLAD1
NM_001184896	1120	995	1027	1328	1063	1309	1288	1433	1281	5907	PHF8
NM_001184897	959	857	865	1066	891	1089	1068	1162	1094	4653	PHF8
NM_001184898	556	488	525	654	512	650	614	702	624	3562	PHF8
NM_001184900	184	140	144	282	248	304	250	257	238	5281	CARD8
NM_001184901	191	147	144	291	256	315	258	272	246	5228	CARD8
NM_001184902	226	176	183	321	282	353	300	295	268	5502	CARD8
NM_001184903	196	152	150	288	255	317	263	265	248	5236	CARD8
NM_001184904	70	62	62	62	62	75	87	63	55	626	CARD8
NM_001184906	164	180	169	347	281	343	290	333	240	10285	FBXL20
NM_001184917	1151	986	1007	770	652	782	756	752	722	3265	PCYT2
NM_001184935	46	44	45	64	44	57	97	90	91	3723	NRG2
NM_001184937	413	408	400	717	575	715	726	765	730	6476	EPB41L5
NM_001184938	594	621	586	407	361	437	344	349	370	4675	EPB41L5
NM_001184939	596	623	588	409	364	440	345	349	370	4385	EPB41L5
NM_001184940	444	376	359	813	706	789	794	800	786	3645	FAM219A
NM_001184941	444	376	357	812	706	789	792	800	786	3642	FAM219A
NM_001184942	436	369	351	800	692	782	780	785	777	3609	FAM219A
NM_001184943	443	369	355	808	694	779	783	793	776	3591	FAM219A
NM_001184945	435	362	349	796	680	772	771	778	767	3558	FAM219A
NM_001184957	0	0	0	1	0	0	0	1	0	2826	C3orf20
NM_001184958	0	0	0	1	0	0	0	1	0	2931	C3orf20
NM_001184960	1817	1849	1812	3921	3417	4002	1908	1748	1737	3864	SH3KBP1
NM_001184965	407	391	405	386	318	403	450	493	449	4122	WDR44
NM_001184966	387	375	380	357	301	383	417	468	425	3879	WDR44
NM_001184967	99	109	94	32	27	50	81	81	76	4685	MITF
NM_001184968	6	6	3	0	1	1	5	2	3	1098	MITF
NM_001184970	1733	1644	1552	1588	1398	1594	1586	1645	1640	3287	PACSIN2
NM_001184971	1638	1556	1470	1499	1311	1501	1507	1552	1561	3089	PACSIN2
NM_001184974	868	825	794	771	718	862	864	763	803	1894	PACSIN3
NM_001184975	849	789	775	751	700	822	835	734	780	2027	PACSIN3
NM_001184977	1697	1559	1489	931	880	1032	1048	976	981	2244	UQCC
NM_001184979	1384	1453	1452	1542	1377	1599	1280	1368	1468	567	NDUFS5
NM_001184985	3464	3336	3224	4620	3834	4816	4111	4514	4437	11232	WNK1
NM_001184986	699	685	566	600	548	625	585	559	604	1257	NDUFC1
NM_001184987	661	657	538	576	509	600	560	538	578	725	NDUFC1
NM_001184988	661	657	538	576	510	600	560	538	578	761	NDUFC1
NM_001184989	663	658	538	577	509	601	560	539	578	784	NDUFC1
NM_001184990	661	657	538	576	508	600	560	538	578	721	NDUFC1
NM_001184991	697	684	566	599	548	624	585	558	604	1198	NDUFC1
NM_001184993	0	0	0	0	0	0	0	0	1	5095	RNF17
NM_001184996	41	38	54	39	39	47	34	40	36	1895	RNF32
NM_001184997	37	38	54	38	33	45	31	40	34	1748	RNF32
NM_001184998	590	498	526	553	447	603	678	707	725	7760	KIAA0430
NM_001184999	590	498	526	552	447	602	679	707	725	7751	KIAA0430
NM_001185	136	124	110	38	33	39	22	24	25	1265	AZGP1
NM_001185009	1887	1775	1845	2009	1821	2091	1881	1833	1903	3483	RNF4
NM_001185010	1777	1677	1764	1909	1724	1988	1786	1739	1799	2801	RNF4
NM_001185011	1549	1425	1388	1404	1348	1551	1611	1537	1573	3348	NCAPH2
NM_001185012	1360	1324	1176	996	921	1108	1036	1086	1006	773	NDUFA2
NM_001185015	161	140	140	23	18	32	31	37	29	2118	SP110
NM_001185022	2502	2284	2136	114	119	128	102	107	83	1442	CLDN7
NM_001185023	2617	2340	2178	120	115	127	110	111	87	1924	CLDN7
NM_001185024	556	455	457	338	334	375	497	448	406	3220	ZDHHC8
NM_001185039	918	864	854	675	593	670	624	681	640	7758	ACOX1
NM_001185056	1699	1669	1636	1191	1031	1261	906	931	856	2431	CLDN11
NM_001185057	534	459	404	460	434	470	502	457	454	1496	NOL3
NM_001185058	537	465	413	471	447	475	511	463	470	1885	NOL3
NM_001185059	690	579	615	630	529	630	482	558	611	5570	ZCCHC6
NM_001185060	10	13	10	8	7	5	3	7	8	2487	AQP1
NM_001185061	10	14	11	9	7	5	3	7	8	2662	AQP1
NM_001185062	10	13	10	8	7	5	3	6	8	2434	AQP1
NM_001185063	178	169	175	161	161	167	177	184	153	2984	ZNF75D
NM_001185072	1111	1137	1105	1391	1135	1417	1147	1190	1173	3660	CLDN12
NM_001185073	1110	1137	1104	1391	1135	1417	1147	1190	1174	3621	CLDN12
NM_001185074	597	540	564	557	483	558	433	486	520	4972	ZCCHC6
NM_001185075	1559	1583	1590	1539	1321	1583	1617	1732	1742	4140	FMR1
NM_001185076	1717	1726	1755	1671	1443	1707	1768	1856	1876	4348	FMR1
NM_001185077	8408	7794	7691	5686	5430	6066	6299	5727	6129	2076	ARHGDIA
NM_001185078	7927	7195	7190	5293	5019	5553	5892	5264	5665	1774	ARHGDIA
NM_001185080	155	119	128	235	193	185	160	182	193	2131	CLDN15
NM_001185081	1554	1577	1586	1533	1311	1577	1611	1726	1733	4077	FMR1
NM_001185082	1640	1670	1678	1618	1384	1653	1703	1804	1816	4273	FMR1
NM_001185085	2	2	2	42	34	35	39	25	32	3734	ATP12A
NM_001185090	33	43	43	19	12	14	15	25	29	4082	GRIN1
NM_001185091	33	43	42	19	12	14	15	25	28	3971	GRIN1
NM_001185092	186	163	191	263	213	236	238	219	227	2127	NIT1
NM_001185093	171	159	186	255	188	219	236	211	229	1750	NIT1
NM_001185094	175	165	192	272	194	223	244	214	243	1519	NIT1
NM_001185095	2877	2772	2725	2405	2109	2630	2272	2201	2260	3515	AIF1L
NM_001185096	2800	2708	2650	2373	2064	2568	2224	2142	2218	3366	AIF1L
NM_001185099	86	103	112	72	77	78	34	37	31	3028	CD22
NM_001185100	89	106	118	76	78	82	36	39	35	3173	CD22
NM_001185101	84	98	102	66	73	72	32	34	30	2761	CD22
NM_001185106	12	24	20	18	11	18	10	32	14	2148	PLCXD2
NM_001185117	2	0	1	1	0	0	1	0	1	3517	CLDN19
NM_001185118	623	660	616	534	447	532	529	540	548	5367	MYNN
NM_001185119	573	628	575	500	424	500	504	501	510	4815	MYNN
NM_001185127	103	111	100	186	132	158	168	141	142	5152	VAMP4
NM_001185149	1	4	3	3	0	1	3	4	3	663	CLDN24
NM_001185156	57	62	70	81	67	59	41	45	39	1979	IL24
NM_001185157	54	61	64	80	62	58	40	42	39	1820	IL24
NM_001185158	52	58	59	77	60	51	38	41	36	1621	IL24
NM_001185176	25	15	18	39	55	53	30	56	37	3179	CES3
NM_001185177	33	16	24	55	65	76	38	65	45	3886	CES3
NM_001185181	0	0	0	0	1	0	0	0	0	701	PFDN6
NM_001185181_2	0	0	0	0	0	0	0	0	0	701	PFDN6
NM_001185181_3	0	0	0	0	0	0	0	0	0	701	PFDN6
NM_001185181_4	0	0	0	0	0	0	0	0	0	701	PFDN6
NM_001185181_5	0	0	0	0	0	0	0	0	0	701	PFDN6
NM_001185183	687	750	670	770	662	819	720	757	719	2591	VAMP7
NM_001185183_2	685	652	670	832	595	743	737	718	757	2591	VAMP7
NM_001186	821	786	772	1222	1057	1232	838	919	913	5641	BACH1
NM_001187	1	0	0	1	4	2	2	2	3	951	BAGE
NM_001188	638	565	593	452	420	453	478	462	494	2193	BAK1
NM_001189	2	1	4	19	14	23	25	24	19	2241	NKX3-2
NM_001190	1300	1111	1031	926	830	1006	1062	909	901	1599	BCAT2
NM_001190182	6	8	4	6	7	8	5	8	12	2223	CCDC17
NM_001190214	986	1011	964	887	741	888	854	984	934	5637	PPIP5K1
NM_001190228	17	6	12	14	11	17	13	8	16	1503	RNF224
NM_001190233	448	484	421	517	426	583	412	432	436	1465	DNAJC19
NM_001190241	846	870	835	892	674	874	865	897	868	4526	IFT80
NM_001190242	804	853	806	868	643	833	846	876	841	4160	IFT80
NM_001190255	28	36	36	61	41	70	57	61	50	2566	ZNF630
NM_001190259	22	13	22	25	15	30	21	24	27	3342	GCSAM
NM_001190260	22	13	22	25	15	30	21	24	27	3291	GCSAM
NM_001190263	549	565	556	578	475	604	518	558	561	1271	C1D
NM_001190265	567	585	570	600	491	619	537	571	579	1284	C1D
NM_001190266	766	821	788	743	594	671	771	801	783	3403	ATG16L1
NM_001190267	743	804	764	720	580	660	757	779	762	3401	ATG16L1
NM_001190274	1107	1134	1148	1430	1106	1438	1424	1386	1336	4055	FBXO11
NM_001190316	550	492	508	666	565	706	1114	1123	1067	2306	IP6K2
NM_001190317	546	483	504	661	565	705	1109	1117	1061	2229	IP6K2
NM_001190326	893	814	824	778	698	819	949	917	895	4421	DGCR8
NM_001190328	15	5	9	9	11	6	23	30	20	882	YJEFN3
NM_001190329	5825	5452	5438	5170	4672	5389	4459	4736	4937	3293	ATP5G3
